block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id
b_42988,79,1,1,Polo Park via Kenaston,30613,1_merged_627669,617344
b_42942,160,2,0,University of Manitoba,30330,1_merged_627669,616911
b_42942,160,2,1,Downtown,30331,1_merged_627669,616910
b_42942,160,2,1,Downtown,30331,1_merged_627669,616912
b_42943,59,1,1,University of Winnipeg,30530,1_merged_627669,616915
b_42943,47,1,0,Transcona via Kildare,30477,1_merged_627669,616917
b_42943,47,1,0,Transcona via Regent,30478,1_merged_627669,616919
b_42943,47,1,1,Balmoral Station,30476,1_merged_627669,616918
a_41521,29,1,0,City Hall,29524,1_merged_627666,596921
a_41521,29,1,0,Windermere,29526,1_merged_627666,596923
a_41521,29,1,1,Logan,29523,1_merged_627666,596922
a_41521,29,1,0,Windermere,29526,1_merged_627666,596925
a_41521,29,1,1,Logan,29525,1_merged_627666,596924
a_41521,29,1,0,Windermere,29526,1_merged_627666,596927
a_41521,29,1,1,Logan,29525,1_merged_627666,596926
a_41521,29,1,0,Windermere,29526,1_merged_627666,596929
a_41521,29,1,1,Logan,29525,1_merged_627666,596928
b_42777,77,1,1,Kildonan Place,30587,1_merged_627669,615253
b_42777,77,1,0,Polo Park,30584,1_merged_627669,615252
b_42777,77,1,1,Kildonan Place,30587,1_merged_627669,615251
b_42777,77,1,0,Polo Park,30584,1_merged_627669,615250
b_42777,77,1,1,Main & Margaret,30590,1_merged_627669,615255
b_42777,77,1,0,Polo Park,30584,1_merged_627669,615254
b_42778,17,1,1,Misericordia Health Centre,30356,1_merged_627669,615259
b_42778,17,1,0,Amber Trails,30362,1_merged_627669,615258
a_42091,59,2,0,Island Lakes,29673,1_merged_627666,603029
a_42090,11,1,1,Glenway,29191,1_merged_627666,603023
a_42090,11,1,0,Polo Park,29190,1_merged_627666,603022
a_42090,11,1,1,North Kildonan via Donwood,29189,1_merged_627666,603021
a_42090,11,1,0,Polo Park,29192,1_merged_627666,603024
a_41597,83,1,1,Grace Hospital,29771,1_merged_627666,598198
a_41597,83,1,0,Crestview & Ashern,29770,1_merged_627666,598199
a_41597,83,1,1,Thompson & Ness,29764,1_merged_627666,598192
a_41597,83,1,0,Unicity,29765,1_merged_627666,598193
a_41597,83,1,1,Murray Park,29768,1_merged_627666,598190
a_41597,83,1,0,Unicity,29767,1_merged_627666,598191
a_41597,83,1,1,Grace Hospital,29771,1_merged_627666,598196
a_41597,83,1,0,Crestview & Ashern,29770,1_merged_627666,598197
a_41597,83,1,1,Grace Hospital,29769,1_merged_627666,598194
a_41597,83,1,0,Crestview & Ashern,29770,1_merged_627666,598195
a_42384,29,1,1,Logan,29523,2_merged_627668,607306
a_42384,29,1,0,Windermere,29526,2_merged_627668,607307
a_42384,29,1,1,Logan,29525,2_merged_627668,607304
a_42384,29,1,0,City Hall,29524,2_merged_627668,607305
a_42384,29,1,1,Logan,29523,2_merged_627668,607302
a_42384,29,1,0,Windermere,29526,2_merged_627668,607303
a_42384,29,1,1,Logan,29525,2_merged_627668,607300
a_42384,29,1,0,City Hall,29524,2_merged_627668,607301
b_42878,58,2,0,South St. Vital via Paddington,30526,1_merged_627669,616280
b_42878,41,2,0,North Kildonan,30439,1_merged_627669,616282
a_41600,83,1,0,Unicity,29765,1_merged_627666,598228
a_41600,83,1,1,Murray Park,29768,1_merged_627666,598229
a_42384,29,1,1,Logan,29525,2_merged_627668,607308
a_42384,29,1,0,City Hall,29524,2_merged_627668,607309
a_42357,15,1,1,Mountain & Fife,29268,2_merged_627668,606653
a_42357,15,1,0,Airport via Wellington,29260,2_merged_627668,606652
a_42357,15,1,1,Mountain & Fife,29268,2_merged_627668,606651
a_42357,15,1,0,Airport via Wellington,29260,2_merged_627668,606650
a_42357,15,1,1,Downtown,29273,2_merged_627668,606657
a_42357,15,1,0,Airport via Wellington,29260,2_merged_627668,606656
a_42357,15,1,1,Mountain & Fife,29268,2_merged_627668,606655
a_42357,15,1,0,Airport via Wellington,29260,2_merged_627668,606654
b_42728,21,1,0,Grace Hospital,30062,1_merged_627669,614661
b_42728,21,1,1,City Hall,30064,1_merged_627669,614660
b_42728,21,1,0,Westwood,30067,1_merged_627669,614663
b_42728,21,1,1,City Hall,30064,1_merged_627669,614662
b_42728,21,1,0,St.Charles,30070,1_merged_627669,614665
b_42728,21,1,1,City Hall,30068,1_merged_627669,614664
b_42728,21,1,0,St.Charles,30070,1_merged_627669,614667
b_42728,21,1,1,City Hall,30071,1_merged_627669,614666
b_42861,24,1,0,Unicity,30091,1_merged_627669,616133
b_42861,24,1,1,Polo Park,30094,1_merged_627669,616132
b_42861,24,1,0,Unicity,30091,1_merged_627669,616131
b_42861,24,1,1,Polo Park,30094,1_merged_627669,616130
b_42861,24,1,0,Unicity,30091,1_merged_627669,616137
b_42861,24,1,1,Polo Park,30094,1_merged_627669,616136
a_42151,71,1,1,Portage via Sinclair,29711,1_merged_627666,603689
a_42151,71,1,0,WalMart via McPhillips,29710,1_merged_627666,603688
a_42151,71,1,1,Portage via McPhillips,29713,1_merged_627666,603687
a_42151,71,1,0,Templeton via Sinclair,29712,1_merged_627666,603686
b_42861,24,1,0,Unicity,30091,1_merged_627669,616139
b_42861,24,1,1,Polo Park,30094,1_merged_627669,616138
a_42150,78,1,1,Polo Park via Cambridge,29750,1_merged_627666,603683
a_42150,78,1,0,U of Manitoba via Cambridge,29749,1_merged_627666,603682
a_42150,77,1,0,Polo Park,29729,1_merged_627666,603681
a_42053,28,1,1,City Hall,29517,1_merged_627666,602379
a_42051,53,1,1,University of Winnipeg,29648,1_merged_627666,602370
a_42051,56,1,0,St. Boniface,29663,1_merged_627666,602371
a_42051,56,1,1,University of Winnipeg,29664,1_merged_627666,602372
a_42051,53,1,0,Norwood,29647,1_merged_627666,602373
a_42052,59,2,0,Island Lakes,29673,1_merged_627666,602376
b_43541,24,1,0,Unicity,30092,2_merged_627671,624839
b_43541,24,1,1,City Hall,30093,2_merged_627671,624838
b_43541,24,1,0,Unicity,30092,2_merged_627671,624833
b_43541,24,1,1,City Hall,30093,2_merged_627671,624832
b_43541,24,1,0,Unicity,30091,2_merged_627671,624831
b_43541,24,1,0,Unicity,30092,2_merged_627671,624837
b_43541,24,1,1,City Hall,30093,2_merged_627671,624836
b_43541,24,1,0,Unicity,30092,2_merged_627671,624835
b_43541,24,1,1,City Hall,30093,2_merged_627671,624834
a_42197,21,1,1,City Hall,29481,1_merged_627666,603979
a_42197,22,1,0,Westwood,29497,1_merged_627666,603978
a_42197,11,1,0,University of Winnipeg,29197,1_merged_627666,603970
a_42197,77,1,0,Polo Park,29729,1_merged_627666,603973
a_42197,77,1,1,Kildonan Place,29731,1_merged_627666,603972
a_42197,77,1,0,Polo Park,29729,1_merged_627666,603975
a_42197,77,1,1,Kildonan Place,29731,1_merged_627666,603974
a_42197,77,1,1,Kildonan Place,29731,1_merged_627666,603976
a_42016,44,1,0,Kildonan Place via London,29594,1_merged_627666,602082
a_42016,44,1,1,Broadway via Louelda,29593,1_merged_627666,602083
a_42016,44,1,0,Kildonan Place via London,29596,1_merged_627666,602080
a_42016,44,1,1,Broadway via Louelda,29593,1_merged_627666,602081
a_42016,44,1,0,Kildonan Place via Louelda,29590,1_merged_627666,602086
a_42016,44,1,1,Broadway via London,29591,1_merged_627666,602087
a_42016,44,1,0,Kildonan Place via London,29594,1_merged_627666,602084
a_42016,44,1,1,Broadway via Louelda,29593,1_merged_627666,602085
a_42016,44,1,0,Kildonan Place via London,29594,1_merged_627666,602088
a_42016,44,1,1,Broadway via Louelda,29593,1_merged_627666,602089
b_42804,26,1,0,Polo Park,30098,1_merged_627669,615534
b_42804,26,1,1,City Hall,30099,1_merged_627669,615535
b_42804,26,1,0,Polo Park,30098,1_merged_627669,615532
b_42804,26,1,1,City Hall,30099,1_merged_627669,615533
b_42804,32,1,0,Riverbend,30124,1_merged_627669,615530
b_42805,45,1,0,Kildonan Place,30457,1_merged_627669,615538
b_42805,45,1,1,Downtown,30460,1_merged_627669,615539
b_43024,47,1,1,Balmoral Station,30476,1_merged_627669,617660
b_43025,17,2,0,Maples,30371,1_merged_627669,617663
b_43025,17,2,1,Misericordia Health Centre,30358,1_merged_627669,617664
b_43025,57,2,0,Southdale,30522,1_merged_627669,617666
b_43026,43,1,0,Kildonan Place,30443,1_merged_627669,617669
b_43237,17,1,1,Misericordia Health Centre,30360,1_merged_627669,619959
b_43236,137,2,1,Balmoral Station,30231,1_merged_627669,619954
b_43236,162,2,0,University of Manitoba,30340,1_merged_627669,619955
b_43236,162,2,1,Downtown,30341,1_merged_627669,619956
b_43235,29,1,0,Windermere,30108,1_merged_627669,619951
a_42314,66,1,1,Downtown,29690,2_merged_627668,605689
a_42314,66,1,0,Unicity,29689,2_merged_627668,605688
a_42314,66,1,1,Downtown,29690,2_merged_627668,605681
a_42314,66,1,0,Unicity,29689,2_merged_627668,605680
a_42314,66,1,1,Downtown,29694,2_merged_627668,605683
a_42314,66,1,0,Polo Park,29693,2_merged_627668,605682
a_42314,66,1,1,Downtown,29690,2_merged_627668,605685
a_42314,66,1,0,Unicity,29689,2_merged_627668,605684
a_42314,66,1,1,Downtown,29694,2_merged_627668,605687
a_42314,66,1,0,Polo Park,29693,2_merged_627668,605686
b_43102,26,1,0,Polo Park,30098,1_merged_627669,618399
b_43101,161,2,1,Downtown,30333,1_merged_627669,618395
b_43101,183,2,0,South Pointe,30018,1_merged_627669,618396
b_43100,38,2,0,Templeton & McPhillips,30428,1_merged_627669,618391
b_43100,38,2,1,The Forks,30427,1_merged_627669,618392
b_43432,66,1,0,Dieppe Loop,30549,2_merged_627671,622299
b_43432,66,1,1,Downtown,30546,2_merged_627671,622298
b_43432,66,1,0,Unicity,30547,2_merged_627671,622291
b_43432,66,1,1,Downtown,30546,2_merged_627671,622290
b_43432,66,1,0,Polo Park,30545,2_merged_627671,622293
b_43432,66,1,1,Downtown,30548,2_merged_627671,622292
b_43432,66,1,0,Unicity,30547,2_merged_627671,622295
b_43432,66,1,1,Downtown,30546,2_merged_627671,622294
b_43432,66,1,0,Polo Park,30545,2_merged_627671,622297
b_43432,66,1,1,Downtown,30548,2_merged_627671,622296
a_42306,75,1,1,Kildonan Place,29721,2_merged_627668,605533
a_42306,75,1,0,University of Manitoba,29722,2_merged_627668,605532
a_42306,75,1,1,Kildonan Place,29721,2_merged_627668,605531
a_42306,75,1,0,University of Manitoba,29722,2_merged_627668,605530
b_43414,21,1,0,St.Charles,30070,2_merged_627671,621926
b_43414,21,1,1,City Hall,30071,2_merged_627671,621927
a_42306,75,1,1,Kildonan Place,29721,2_merged_627668,605535
a_42306,75,1,0,University of Manitoba,29722,2_merged_627668,605534
a_42307,75,1,0,University of Manitoba,29722,2_merged_627668,605539
a_42307,75,1,1,Kildonan Place,29724,2_merged_627668,605538
b_43451,75,1,1,Kildonan Place,30575,2_merged_627671,622743
b_43664,20,1,0,Fort & Portage,30054,3_merged_627670,627514
b_43665,12,1,0,Polo Park,30224,3_merged_627670,627517
b_43451,75,1,0,University of Manitoba,30578,2_merged_627671,622740
b_43664,20,1,1,Airport Terminal,30052,3_merged_627670,627511
b_43664,20,1,0,Watt & Leighton,30053,3_merged_627670,627510
b_43664,20,1,1,Airport Terminal,30052,3_merged_627670,627513
b_43664,20,1,0,Watt & Leighton,30053,3_merged_627670,627512
b_43451,75,1,1,Kildonan Place,30575,2_merged_627671,622749
b_43451,75,1,0,University of Manitoba,30578,2_merged_627671,622748
b_43665,12,1,0,Polo Park,30224,3_merged_627670,627519
b_43665,12,1,1,City Hall,30223,3_merged_627670,627518
b_43153,76,1,0,U of Manitoba,30581,1_merged_627669,619048
b_43153,76,1,1,St.Vital Centre,30582,1_merged_627669,619049
b_43153,96,1,0,Paterson Loop via Southdale,30702,1_merged_627669,619042
b_43153,96,1,1,St. Vital Centre,30703,1_merged_627669,619043
b_43153,76,1,0,U of Manitoba,30581,1_merged_627669,619040
b_43153,76,1,1,St.Vital Centre,30582,1_merged_627669,619041
b_43153,96,1,0,Paterson Loop via Southdale,30702,1_merged_627669,619046
b_43153,96,1,1,St. Vital Centre,30703,1_merged_627669,619047
b_43153,76,1,0,U of Manitoba,30581,1_merged_627669,619044
b_43153,76,1,1,St.Vital Centre,30582,1_merged_627669,619045
b_43382,55,1,1,U of Winnipeg via Meadowood,30510,1_merged_627669,621210
b_43382,55,1,0,St.Vital Centre via Meadowood,30511,1_merged_627669,621211
b_43382,55,1,1,U of Winnipeg via Dakota,30512,1_merged_627669,621212
b_43382,55,1,0,St. Vital Centre via Dakota,30513,1_merged_627669,621213
b_43382,55,1,1,Portage & Garry,30517,1_merged_627669,621214
b_43383,57,1,0,Southdale,30522,1_merged_627669,621217
a_42115,95,1,1,Riverview,29831,1_merged_627666,603322
a_42138,32,2,0,Riverbend,29539,1_merged_627666,603542
b_42859,14,1,1,Ferry Road,30234,1_merged_627669,616097
b_42715,11,1,0,St. Charles,30200,1_merged_627669,614352
a_42517,14,1,1,Ferry Road,29247,3_merged_627667,610395
a_42517,14,1,0,South St. Vital via Dakota,29246,3_merged_627667,610394
a_42517,14,1,1,Ferry Road,29247,3_merged_627667,610397
a_42517,14,1,0,South St. Vital via Dakota,29246,3_merged_627667,610396
a_42517,14,1,1,Ferry Road,29247,3_merged_627667,610391
a_42517,14,1,0,South St. Vital via Dakota,29246,3_merged_627667,610390
a_42517,14,1,1,Ferry Road,29247,3_merged_627667,610393
a_42517,14,1,0,South St. Vital via Dakota,29246,3_merged_627667,610392
a_42517,14,1,1,Downtown,29257,3_merged_627667,610399
a_42517,14,1,0,South St. Vital via Dakota,29246,3_merged_627667,610398
b_43512,10,1,0,St. Boniface via Tache,30150,2_merged_627671,624198
b_43512,10,1,1,Wolseley via Provencher,30151,2_merged_627671,624199
b_43512,10,1,0,St. Boniface via Tache,30150,2_merged_627671,624194
b_43512,10,1,1,Wolseley via Provencher,30151,2_merged_627671,624195
b_43512,10,1,0,St. Boniface via Provencher,30152,2_merged_627671,624196
b_43512,10,1,1,Wolseley via Tache,30149,2_merged_627671,624197
b_43512,10,1,0,St. Boniface via Tache,30150,2_merged_627671,624190
b_43512,10,1,1,Wolseley via Provencher,30151,2_merged_627671,624191
b_43512,10,1,0,St. Boniface via Provencher,30152,2_merged_627671,624192
b_43512,10,1,1,Wolseley via Tache,30149,2_merged_627671,624193
b_43586,11,1,0,Westwood,30187,3_merged_627670,625823
b_43586,11,1,1,Glenway,30184,3_merged_627670,625822
b_43586,11,1,0,St. Charles,30179,3_merged_627670,625821
b_43586,11,1,1,Glenway,30190,3_merged_627670,625820
b_43586,11,1,0,Westwood,30187,3_merged_627670,625827
b_43586,11,1,1,Glenway,30195,3_merged_627670,625826
b_43586,11,1,0,Westwood,30202,3_merged_627670,625825
b_43586,11,1,1,North Kildonan via Donwood,30188,3_merged_627670,625824
b_43586,11,1,1,Downtown,30194,3_merged_627670,625828
a_41766,33,1,0,Maples via Mapleglen,29554,1_merged_627666,599861
a_41766,33,1,0,Maples via Jefferson,29545,1_merged_627666,599863
a_41766,33,1,1,City Hall,29549,1_merged_627666,599862
a_41766,33,1,0,Maples via Mapleglen,29548,1_merged_627666,599865
a_41766,33,1,1,City Hall,29546,1_merged_627666,599864
a_41766,33,1,0,Maples via Mapleglen,29548,1_merged_627666,599867
a_41766,33,1,1,City Hall,29549,1_merged_627666,599866
a_41766,33,1,0,Maples via Mapleglen,29548,1_merged_627666,599869
a_41766,33,1,1,City Hall,29549,1_merged_627666,599868
a_41792,16,1,0,Tyndall Park via Manitoba,29290,1_merged_627666,600152
a_41792,16,1,1,Selkirk & McPhillips,29329,1_merged_627666,600153
a_41792,59,1,0,Aldgate,29672,1_merged_627666,600150
a_41793,19,1,0,Red River College via Logan,29444,1_merged_627666,600157
a_41793,19,1,1,Windsor Park via Autumnwood,29445,1_merged_627666,600158
a_41793,19,1,0,Elizabeth & Drake,29451,1_merged_627666,600159
a_42304,60,1,1,Downtown,29676,2_merged_627668,605498
a_42304,60,1,0,University of Manitoba,29677,2_merged_627668,605499
a_42304,60,1,1,Downtown,29676,2_merged_627668,605494
a_42304,60,1,0,University of Manitoba,29677,2_merged_627668,605495
a_42345,11,1,0,Polo Park,29192,2_merged_627668,606411
a_42345,11,1,1,Glenway,29191,2_merged_627668,606410
a_42345,11,1,0,Polo Park,29192,2_merged_627668,606413
a_42345,11,1,1,Glenway,29191,2_merged_627668,606412
a_42345,11,1,0,Westwood,29198,2_merged_627668,606415
a_42345,11,1,1,Glenway,29191,2_merged_627668,606414
a_42345,11,1,0,Crestview,29200,2_merged_627668,606417
a_42345,11,1,1,Glenway,29199,2_merged_627668,606416
a_42345,11,1,0,St. Charles,29193,2_merged_627668,606419
a_42345,11,1,1,Glenway,29207,2_merged_627668,606418
b_42929,33,1,0,Maples via Mapleglen,30136,1_merged_627669,616731
b_42929,33,1,0,Maples via Jefferson,30129,1_merged_627669,616733
b_42929,33,1,1,City Hall,30128,1_merged_627669,616732
b_42929,33,1,0,Maples via Mapleglen,30127,1_merged_627669,616735
b_42929,33,1,1,City Hall,30132,1_merged_627669,616734
b_42929,33,1,0,Maples via Mapleglen,30127,1_merged_627669,616737
b_42929,33,1,1,City Hall,30128,1_merged_627669,616736
b_42929,33,1,0,Maples via Mapleglen,30127,1_merged_627669,616739
b_42929,33,1,1,City Hall,30128,1_merged_627669,616738
b_42959,15,1,1,Inkster Park via Church,30251,1_merged_627669,617066
b_42959,15,1,0,Airport via Flight Road,30252,1_merged_627669,617067
b_42959,15,1,1,Inkster Park via Inkster,30269,1_merged_627669,617064
b_42959,15,1,0,Airport via Wellington,30250,1_merged_627669,617065
b_42958,28,1,1,City Hall,30104,1_merged_627669,617061
a_41889,185,1,0,University of Manitoba,29437,1_merged_627666,600974
a_41890,162,1,0,University of Manitoba,29346,1_merged_627666,600977
a_41889,160,1,0,University of Manitoba,29342,1_merged_627666,600970
a_41889,160,1,1,Downtown,29343,1_merged_627666,600971
a_41889,160,1,0,University of Manitoba,29342,1_merged_627666,600972
a_41889,185,1,1,Osborne Village,29436,1_merged_627666,600973
a_41890,162,1,1,Downtown,29347,1_merged_627666,600978
a_41890,137,1,0,St. Norbert,29243,1_merged_627666,600979
a_42296,21,1,0,St.Charles,29478,2_merged_627668,605331
a_42296,21,1,1,City Hall,29481,2_merged_627668,605330
a_42296,11,1,0,Crestview,29200,2_merged_627668,605333
a_42296,11,1,1,Glenway,29196,2_merged_627668,605332
a_42296,11,1,0,St. Charles,29193,2_merged_627668,605335
a_42296,11,1,1,Glenway,29207,2_merged_627668,605334
a_42296,11,1,0,Westwood,29198,2_merged_627668,605337
a_42296,11,1,1,Glenway,29196,2_merged_627668,605336
a_42296,11,1,1,Portage & Rouge,29218,2_merged_627668,605338
b_43302,161,2,0,University of Manitoba,30332,1_merged_627669,620547
b_43619,14,1,1,Ferry Road,30234,3_merged_627670,626628
b_43619,14,1,0,South St. Vital via Paddington,30233,3_merged_627670,626629
a_42213,11,1,0,Crestview,29219,1_merged_627666,604135
b_43619,14,1,1,Ferry Road,30234,3_merged_627670,626624
b_43619,14,1,0,South St. Vital via Paddington,30233,3_merged_627670,626625
b_43619,14,1,1,Ferry Road,30234,3_merged_627670,626626
b_43619,14,1,0,South St. Vital via Paddington,30233,3_merged_627670,626627
b_43619,14,1,1,Ferry Road,30234,3_merged_627670,626620
b_43302,163,2,0,Bridgwater Forest,30350,1_merged_627669,620545
b_43619,14,1,1,Ferry Road,30234,3_merged_627670,626622
b_43619,14,1,0,South St. Vital via Paddington,30233,3_merged_627670,626623
a_41934,36,1,0,U of Manitoba,29564,1_merged_627666,601325
b_43301,15,2,0,Airport via Wellington,30254,1_merged_627669,620542
a_41933,59,1,0,Aldgate,29672,1_merged_627666,601320
b_42942,160,2,1,Downtown,30331,1_merged_627669,616894
b_42942,160,2,0,University of Manitoba,30330,1_merged_627669,616895
b_42942,160,2,1,Downtown,30331,1_merged_627669,616896
b_42942,160,2,0,University of Manitoba,30330,1_merged_627669,616897
b_42942,160,2,1,Downtown,30331,1_merged_627669,616890
b_42942,160,2,0,University of Manitoba,30330,1_merged_627669,616891
b_42942,160,2,1,Downtown,30331,1_merged_627669,616892
b_42942,160,2,0,University of Manitoba,30330,1_merged_627669,616893
b_42701,160,2,0,University of Manitoba,30330,1_merged_627669,614001
b_42701,160,2,1,Downtown,30331,1_merged_627669,614000
b_42701,160,2,0,University of Manitoba,30330,1_merged_627669,614003
b_42701,160,2,1,Downtown,30331,1_merged_627669,614002
b_42942,160,2,1,Downtown,30331,1_merged_627669,616898
b_42942,160,2,0,University of Manitoba,30330,1_merged_627669,616899
b_42701,160,2,0,University of Manitoba,30330,1_merged_627669,614007
b_42701,160,2,1,Downtown,30331,1_merged_627669,614006
b_43302,162,2,1,Downtown,30335,1_merged_627669,620549
a_41934,36,1,0,U of Manitoba,29566,1_merged_627666,601329
a_42319,44,1,0,Kildonan Place via Louelda,29590,2_merged_627668,605809
a_42319,44,1,1,Broadway via Louelda,29593,2_merged_627668,605808
a_42319,44,1,0,Kildonan Place via London,29594,2_merged_627668,605807
a_42319,44,1,1,Broadway via London,29591,2_merged_627668,605806
a_42319,44,1,0,Kildonan Place via Louelda,29590,2_merged_627668,605805
a_42319,44,1,1,Broadway via London,29591,2_merged_627668,605804
a_42319,44,1,0,Kildonan Place via Louelda,29590,2_merged_627668,605803
a_42319,44,1,1,Broadway via London,29591,2_merged_627668,605802
a_42319,44,1,0,Kildonan Place via Louelda,29590,2_merged_627668,605801
a_42388,47,1,0,Transcona via Regent,29621,2_merged_627668,607440
a_41937,21,1,0,Grace Hospital,29477,1_merged_627666,601368
a_41937,21,1,1,Portage & Woodhaven,29487,1_merged_627666,601369
a_41937,21,1,0,St.Charles,29478,1_merged_627666,601362
a_41937,21,1,1,City Hall,29479,1_merged_627666,601363
a_41937,21,1,0,St.Charles,29478,1_merged_627666,601360
a_41937,21,1,1,City Hall,29479,1_merged_627666,601361
a_41937,21,1,0,Grace Hospital,29477,1_merged_627666,601366
a_41937,21,1,1,City Hall,29476,1_merged_627666,601367
a_41937,21,1,0,Crestview,29484,1_merged_627666,601364
a_41937,21,1,1,City Hall,29485,1_merged_627666,601365
a_42387,99,1,0,Windermere & Pembina,29860,2_merged_627668,607409
a_42387,99,1,1,Downtown,29861,2_merged_627668,607408
a_42387,99,1,0,Windermere & Pembina,29860,2_merged_627668,607401
